Date,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Label
2000-01-19,-0.296,0.0,0.0,-0.2023,0.0,-0.4215,0.0,0.0,0.5719,-0.34,0.0,-0.2263,0.0,-0.3818,0.0,0.0,-0.5859,0.0,0.0,-0.4588,0.0,0.4201,-0.296,0.7096,-0.5423,0
2000-01-20,-0.25,0.0,-0.1027,0.0258,0.0,0.0,-0.3182,0.0,0.0,0.0,0.0,0.0,0.5106,0.1779,0.0,0.0,0.0,0.3612,0.0,0.0,0.6705,0.0,0.2023,0.0,-0.1531,0
2000-01-21,0.5106,0.0,0.0,0.0,0.0,-0.4767,0.0,0.0,0.4404,0.0,-0.2023,0.2411,0.0,0.5859,-0.7003,0.0,0.0,0.4215,0.0,0.0,0.4118,0.5859,0.0,0.6551,-0.1027,0
2000-01-24,0.0,0.0,0.4767,0.0,0.2732,-0.3818,-0.4767,-0.34,0.0,0.0,0.1779,-0.4215,-0.2411,0.2263,0.0,0.0,0.0,0.0,0.2023,0.0,0.0,0.0,0.5859,0.0,0.6369,0
2000-01-25,0.0,0.0,-0.0258,0.0,0.3612,0.25,-0.34,-0.2185,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,-0.4404,0.0,0.5267,0.0,0.128,0.0,0.4215,0.0,0.0,0
2000-01-26,0.7964,-0.5574,0.25,0.0,-0.2023,0.0,-0.296,0.0,0.0,0.0,-0.4215,0.0,0.431,-0.5719,-0.296,0.0,0.5267,0.0,0.3182,-0.6124,-0.7003,0.765,0.0,0.0772,-0.3341,1
2000-01-27,0.0,-0.3818,-0.4767,0.0,0.0,0.3612,0.0,0.0,0.0,-0.4404,0.0,0.4215,0.3612,0.0,0.0,0.0,-0.5994,0.6597,0.128,-0.7717,0.4019,0.0,0.0,-0.1027,-0.4215,1
2000-01-28,0.0,0.2732,-0.1027,-0.7506,0.0,0.4939,-0.5749,0.0,0.0,0.0,-0.5423,0.0,0.0,0.0,0.4588,0.0,-0.7845,0.0,0.5423,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-01-31,0.0,0.0,0.0,-0.2732,0.1027,-0.4019,0.0772,-0.3182,-0.8111,-0.296,0.3612,0.1531,0.0,0.0,0.0,-0.7964,0.0258,0.0,0.0,-0.6369,-0.7645,0.0,0.0,-0.4588,0.0,0
2000-02-01,0.5994,0.5413,-0.3612,0.0,-0.4019,0.0,-0.0516,0.0,-0.6597,-0.0772,0.0,-0.4019,-0.8555,-0.6249,-0.7003,0.0,-0.8402,-0.7096,0.3818,0.4588,0.0,0.3818,0.0,0.0,-0.6124,1
2000-02-02,0.0,-0.4588,0.0,0.0,0.0,-0.4588,0.0,0.6369,-0.5267,0.0,0.0,0.2263,0.0,0.5859,0.0,-0.3182,-0.3818,-0.1027,-0.1027,0.0,-0.6908,-0.3818,0.5423,0.0,-0.6705,1
2000-02-03,0.0,0.0772,-0.5106,0.0,-0.5267,-0.4767,0.0,0.0,0.0,-0.3182,0.2023,-0.296,0.0,-0.296,-0.4404,0.0,-0.296,0.25,0.0,0.0,-0.296,0.0,-0.7269,0.296,0.0,0
2000-02-04,-0.0516,0.0,0.3818,-0.6908,0.34,0.0,0.0,0.0,-0.3182,0.0,0.0,0.0,-0.5106,0.6369,-0.296,0.0,0.8689,0.0,0.0,0.3612,0.0,0.0,-0.743,0.0,0.4939,1
2000-02-07,-0.0516,0.3818,0.0,0.0,0.0,0.0,-0.34,0.4767,-0.4404,-0.6705,0.0,0.2263,0.0,0.0,-0.34,-0.3182,0.0,0.5574,0.0,0.5859,0.0,-0.3182,0.0,0.6369,-0.1655,0
2000-02-08,0.0,0.4927,-0.4767,0.0,-0.3818,-0.7717,-0.5106,-0.4939,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,-0.34,-0.25,0.4939,0.7783,0.0,0.0,0.0,-0.5423,0
2000-02-09,0.0,0.0,0.0,0.2732,0.4215,-0.6249,0.0,0.5859,0.0,0.0,0.0,-0.6249,-0.3182,0.0,0.4215,-0.3182,0.0,0.0,0.7506,0.0258,-0.6249,0.0,0.0,-0.3182,0.4404,1
2000-02-10,0.4767,0.0,0.4939,0.0,0.0,0.0,0.0,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0258,0.0,0.0,0.0,0.0,0.0,-0.7096,-0.6908,0.0,0.0,0
2000-02-14,0.0,0.0,0.0,-0.4588,0.0,0.0,0.0,0.0,-0.4215,0.25,0.4404,0.0,0.2732,0.0,0.0,-0.5267,0.0,-0.4939,-0.5859,0.4215,0.0,0.0,0.0,0.6369,-0.6249,0
2000-02-15,0.0,-0.296,0.0,0.0,0.0,-0.8625,0.0,0.0,0.0,0.0,-0.3818,-0.296,0.0,0.0,0.0,0.0,-0.4588,-0.6369,0.0,0.5106,0.0,0.4404,-0.8316,0.3818,0.0,1
2000-02-16,0.0,0.0,-0.2023,0.0,0.0,-0.0516,0.0,0.0,0.0,0.0,0.4939,-0.6369,-0.5994,-0.4939,0.8271,-0.6369,0.3182,0.0,0.0,0.3182,0.0,0.0,-0.4588,0.2023,0.6369,1
2000-02-17,-0.3612,0.0,0.0,0.4404,0.25,0.0,0.6369,-0.4767,-0.6249,-0.34,0.0,0.0,-0.5994,0.0,0.0,-0.1027,0.0,0.0,0.0,0.0,0.0,0.5719,0.0,0.5994,0.0,0
2000-02-18,0.0,-0.1027,0.0,-0.296,0.0,0.3337,-0.7003,0.5574,0.0,0.4404,-0.6249,0.0,-0.1531,0.0,-0.4404,0.0,-0.4767,-0.3818,-0.7717,-0.5267,0.0,0.3818,0.0,0.0,0.3612,0
2000-02-22,0.0,0.0,0.0,0.0772,-0.5994,0.0,0.5574,0.0,-0.8271,0.0,0.296,-0.6652,0.0,0.0,0.0,0.0,0.7906,-0.128,0.3182,0.0,0.0,0.0,0.0,0.3818,0.0,0
2000-02-23,0.3612,0.0,0.3612,0.0,0.0,0.2247,0.25,-0.296,-0.4588,0.0,0.0,0.0,0.0,0.0,0.0,-0.8481,0.3612,-0.4019,-0.6249,0.0,-0.5106,0.0,0.4019,0.0,0.3612,1
2000-02-24,0.3612,0.5719,-0.3612,0.0,0.0,0.0,-0.6808,0.296,-0.4215,-0.4767,0.0,0.0,-0.5106,-0.8176,-0.5574,0.0,0.0,0.0,-0.1027,0.0,0.0,-0.5106,0.0,0.0,0.0,0
2000-02-25,0.0,-0.3182,0.0,-0.4404,-0.0516,0.0,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.7845,0.2206,0.4926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-02-28,0.0,-0.4939,-0.4767,0.4767,0.0,0.0,0.1779,-0.765,-0.4019,0.0,0.4019,0.0,0.4019,0.0,0.0772,-0.296,0.0,0.0,0.0,0.0,0.0,0.0,-0.4019,0.0,0.3724,0
2000-02-29,0.2975,0.0,0.0,0.0,0.5353,-0.128,0.5574,0.0,0.3612,0.0,-0.3182,0.0,0.4019,-0.0772,0.0,0.0,-0.4215,0.4215,0.2263,-0.7351,0.0,0.0,0.0,0.0,-0.5719,1
2000-03-01,0.0,0.0,0.0,0.7506,0.4215,0.0,0.0,0.4215,0.0,-0.2023,0.0,0.0,-0.1027,0.2235,0.5106,0.0,0.6124,0.0,0.0258,0.4019,0.4404,-0.3818,-0.5719,-0.3182,0.0,1
2000-03-02,0.0,-0.5719,-0.5574,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,0.4939,0.0,0.34,-0.0516,0.0,0.0,0.0,-0.8591,0.0,0.0,0.0,0.0,0.0,0.5106,-0.5423,1
2000-03-03,0.5106,0.0,-0.5574,-0.6486,0.0,0.0,-0.296,0.5106,-0.5719,0.0,0.0,0.0,0.4939,0.0,0.0,0.0,0.0,0.6566,0.0,0.0,0.0,0.0,-0.2023,-0.2023,0.4588,1
2000-03-06,0.0,0.0,0.0,0.4215,-0.6369,0.0,0.0,0.0,0.5279,0.6597,-0.0258,-0.0516,0.0,0.0,0.4939,-0.3612,0.0,0.0,0.6369,0.0,0.4215,0.0,0.5574,0.3607,-0.8442,1
2000-03-07,0.0,-0.5574,0.0,0.0,0.0,-0.6249,0.0,0.6597,0.0,0.0,-0.296,0.0,0.0,0.0,-0.1531,0.0,-0.4019,0.0,0.0,0.0,-0.25,0.4215,0.0,0.0,-0.128,0
2000-03-08,0.3612,0.0,-0.3818,0.5423,0.0,-0.0258,0.0,0.5574,0.6705,0.0,-0.2263,-0.3182,0.1027,0.4404,0.0,0.0,0.4767,0.0,0.1901,0.0,0.5267,0.0,0.0,0.6369,-0.3818,0
2000-03-09,-0.2263,0.0,0.0,-0.5859,0.6486,0.0,0.6908,0.0,-0.6597,-0.4215,-0.5423,-0.6808,0.0,0.0,0.0,0.4215,-0.1027,0.0,0.0,0.5423,-0.5423,0.0,0.0,0.0,0.4497,1
2000-03-10,0.0,0.0,0.0,0.0,0.6369,0.0,0.34,0.6908,-0.4939,0.0,0.0,0.0,-0.4404,0.0,0.5574,-0.7003,-0.765,-0.296,0.0,0.0,0.0,0.3182,0.0,0.0,0.0,1
2000-03-13,0.0,0.0,0.0,0.0,0.0,0.5267,0.4215,0.6124,0.0,0.1027,0.2023,0.0,0.4215,0.0,-0.2263,0.0,0.0,0.0,-0.0516,0.0,0.0,0.0,0.6249,0.0,0.0772,0
2000-03-14,0.0,0.0,-0.4215,0.0,0.5267,0.2263,-0.4588,0.0,0.0,-0.3182,0.296,-0.2732,0.0,0.3818,0.0,-0.3182,0.34,0.0,0.0,0.0,0.0,0.7003,0.6369,0.7506,0.6369,1
2000-03-15,-0.4215,0.0,0.0,0.0,0.0,0.4215,0.0,0.4215,0.0,0.0,0.0,0.128,0.7351,0.0,-0.5106,0.0,0.4019,-0.0516,-0.8126,0.0,0.0,0.128,0.0,0.0,0.0,0
2000-03-16,-0.3818,0.0,0.7351,-0.4019,0.0,0.0,0.5859,0.0,-0.5106,-0.4767,0.0,0.0,-0.4588,-0.6249,0.0,0.0,-0.1027,0.0,0.5106,0.0,0.0,0.0,0.0,0.4939,0.0,1
2000-03-17,0.0,-0.3612,0.0,0.0,0.0,0.4215,0.0,0.0,0.5574,0.0,-0.8126,-0.1027,0.0,0.0,0.0,0.0,0.0,0.4939,-0.4404,0.0,-0.1027,0.0,-0.5106,0.0,0.0,1
2000-03-20,0.0,-0.5106,0.128,-0.1027,0.0,0.0,-0.296,0.3182,0.7003,0.0,-0.5719,0.0,0.0,0.0,0.0,0.0,-0.0258,0.0,0.0,-0.4215,-0.128,0.0,0.0,0.3071,0.0772,0
2000-03-21,0.0,0.34,0.4215,-0.5574,0.0,0.0,0.0,0.0,0.4939,0.4215,-0.4404,0.4019,0.5106,0.0,0.0,0.6597,0.0,0.0,0.0,0.0,0.0,0.4019,0.5859,0.5106,0.0,1
2000-03-22,0.0,0.0,0.4767,0.296,0.5106,0.0,0.4215,0.6705,0.0,-0.4215,-0.296,0.0,0.0,0.0,0.2144,-0.296,0.4588,-0.802,0.0,0.4404,0.0,-0.2732,0.4588,0.0,0.0,1
2000-03-23,0.0,0.0,0.0,0.0,0.0,-0.3612,0.0,0.0,0.0,0.0,0.0,0.0,-0.4588,0.0,-0.296,0.0,0.0,0.0,0.34,0.0,0.0,0.0258,-0.0572,-0.4404,0.0,0
2000-03-24,0.0,0.0,0.0,0.0,0.0,0.4588,0.0,0.5399,0.0,-0.4019,0.3612,0.0,0.0,0.0,0.0,0.0,-0.296,-0.4019,0.0,0.0,0.4754,-0.7184,0.0,0.6369,-0.5994,1
2000-03-27,-0.0516,0.0,-0.2023,0.0,0.34,-0.4404,0.0,0.0,0.0,0.0,-0.1027,-0.6703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,-0.4019,0.0,0.0,0.0,0.0,1
2000-03-28,-0.2023,0.0,0.0,0.0,0.34,0.5106,0.0,0.296,0.0,0.2235,0.0,0.0,-0.0516,-0.25,0.7184,0.4215,-0.128,-0.3182,-0.2732,0.0,0.2023,0.4215,0.0,0.0,0.0,0
2000-03-29,-0.6597,0.2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2732,0.0,-0.0516,-0.8271,0.0,0.0,0.0,0.765,0.0,0.0,-0.4404,0.4215,0.4404,0.5859,-0.7096,0
2000-03-30,0.5719,0.0,0.0,-0.25,-0.4939,0.0,0.0,0.0,0.0,0.0,0.0,0.4939,-0.5574,0.0,0.4215,-0.1027,0.0,0.128,-0.4019,0.6361,0.0,0.6597,-0.3818,-0.1027,0.0,1
2000-03-31,0.2023,0.2732,0.128,0.0,0.0,0.0,0.0,-0.296,-0.1531,0.0,0.0,0.0,-0.3182,0.4215,0.0,0.0,0.3182,-0.296,-0.8402,0.0,-0.34,-0.4019,0.0,-0.5994,0.3818,0
2000-04-03,0.0,0.0,0.0,-0.0516,0.0,-0.3182,0.0,0.5423,0.0,0.6369,0.2732,-0.2732,0.0,0.0,0.0,0.0,0.0,0.5423,0.0,-0.3818,0.0,0.0,0.0,-0.1531,-0.5423,0
2000-04-04,0.6369,0.0,0.0,-0.128,0.0,0.0,0.0,-0.5106,-0.296,-0.128,0.0,-0.1027,-0.5122,0.0,-0.5994,0.0,0.0,0.4404,0.0,0.0,-0.128,0.0,0.0,0.0,-0.7964,1
2000-04-05,0.4767,0.0,0.0,0.5994,0.0,-0.4404,-0.0516,0.0,0.5423,0.0,0.2263,0.0,0.0,0.0,0.0,0.2023,0.0,0.4215,0.5574,0.0,0.0,-0.5423,0.0,0.0,0.0,0
2000-04-06,0.0,0.0,0.0,-0.2732,0.0,0.0,0.5423,-0.2023,0.0,0.0,-0.34,0.0,0.3818,0.0,-0.1779,0.4588,0.0772,0.0,0.0,-0.7579,0.5423,0.0,-0.6486,-0.3919,-0.4939,0
2000-04-07,0.0,0.0,0.0,0.0,-0.5106,0.0,0.0,0.0,0.5423,0.0,0.0,-0.4549,-0.1901,0.4019,0.0,0.0,-0.3182,0.5267,0.0,-0.8779,0.0,-0.4767,0.0,0.2263,0.2732,1
2000-04-10,0.0,0.0,-0.5574,0.0,-0.34,0.0,0.0,0.3182,0.6369,0.0,0.0,0.743,-0.25,-0.3818,0.0,0.4019,0.5423,0.1531,0.25,0.296,-0.5423,0.4404,0.0,0.3182,0.0,0
2000-04-11,0.4215,0.0,-0.25,0.4215,-0.296,-0.4019,0.0,0.0,0.25,0.0,0.0,0.3182,0.0,0.0,0.0,0.6369,0.0,-0.5106,-0.4588,0.0,0.0,-0.3182,-0.4215,-0.0572,0.7845,1
2000-04-12,0.7506,-0.4215,0.0,0.0,-0.3612,-0.0516,-0.4404,0.0,-0.5423,0.0,0.0,0.0,-0.1027,0.0,0.0,-0.3182,0.0,-0.6597,0.0,0.0,-0.5719,-0.6369,0.0,0.0,0.0,1
2000-04-13,-0.5267,-0.5423,-0.296,-0.3818,0.0,0.0,0.3818,0.0,-0.0516,0.4019,-0.7351,0.0,0.4215,0.0,-0.2263,-0.4215,0.0,0.0,0.6369,-0.3818,-0.4215,-0.1027,0.0,-0.8402,0.0,0
2000-04-14,0.0,0.4588,0.6369,0.2263,0.0,-0.0531,0.0,0.6369,0.0,0.4215,0.7845,0.4767,0.0,0.6369,0.6124,0.0,0.0,0.4939,0.0,0.0,-0.3182,0.0,0.4215,0.0,0.0,0
2000-04-17,-0.296,0.0,0.0,-0.34,-0.7717,-0.3818,-0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,0.0,-0.3182,0.0,-0.4767,0.0,-0.296,0.0516,0.3612,0.3182,-0.3182,-0.34,0
2000-04-18,0.0,0.25,0.2023,0.0,-0.128,0.0,0.0,-0.2263,0.0,0.0,0.8442,-0.5106,0.0,-0.5267,0.0,0.5423,0.0,-0.4939,0.0,0.0,0.0,0.0,0.0,0.5423,0.0,1
2000-04-19,0.4588,0.0,0.0,0.0,-0.0772,0.0,0.0,0.0,0.6249,0.0,0.0,0.0,0.0,0.0816,0.0772,0.1027,0.0,0.0,-0.1027,0.0,0.0,0.0,0.0,0.0,-0.5574,1
2000-04-20,0.0,-0.6486,-0.6124,-0.5106,0.0,0.0,0.5859,0.0,0.4404,0.0,0.0,-0.4019,0.0,-0.0387,0.2263,0.4767,0.0,0.0,0.4588,-0.2263,0.0,-0.5859,0.0,-0.7506,0.296,0
2000-04-24,0.0,0.6369,0.0,-0.3612,0.0,0.4019,0.25,0.0,0.296,0.4215,0.0,0.0,0.2023,0.7906,0.4767,0.4939,0.0,-0.5574,0.0,-0.2732,0.128,-0.5719,0.0,-0.5423,0.0,1
2000-04-25,-0.296,-0.5106,0.4588,0.0,0.4404,0.5574,0.6369,0.0,-0.25,-0.3818,0.5719,0.0,0.34,0.0,0.0,0.1027,0.0,0.0,0.0,0.0,-0.34,0.0,0.4215,0.0,0.0,1
2000-04-26,-0.7184,0.2023,0.2023,0.0,0.0,0.0,0.2732,0.0,0.5994,0.5106,-0.6597,-0.4215,0.0,0.0,0.0,0.4767,0.3612,0.0,0.0,0.2023,0.0,-0.2846,-0.0258,0.0,0.0,1
2000-04-27,-0.4215,0.2263,0.0,0.0,-0.2732,0.0,0.0,-0.4767,0.0,0.0,0.5574,0.0,0.0,0.5267,0.0,0.0,-0.1531,0.0,0.0,-0.296,0.4404,0.0,0.0,0.1695,0.0,0
2000-04-28,0.0,0.4939,0.0,-0.25,-0.296,-0.4767,0.3818,0.4939,0.0,0.0,0.0,0.3597,0.0,0.0,0.0,0.0,0.4588,0.0,-0.3818,0.0,-0.1027,0.0458,0.0772,0.0,0.0,0
2000-05-01,0.7003,-0.2263,0.2023,-0.1027,-0.7574,0.0,-0.3818,0.2023,-0.296,0.0,0.34,0.0,0.0,0.0,-0.4019,-0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6486,0
2000-05-02,0.0,0.0,0.0,0.0,0.0,0.4404,-0.128,0.0,-0.296,0.0,0.0,0.0,-0.1531,0.0,0.0,0.1531,0.0,0.0,0.0,-0.4404,-0.4019,0.0,-0.0516,-0.6249,0.0,1
2000-05-03,-0.743,0.0,0.0,0.0,0.5719,0.0,0.3818,0.0,0.4767,0.7184,-0.4588,0.5106,0.0772,0.0,0.0,0.0,0.0,0.5267,0.0,0.6124,0.0,0.0,0.0,-0.6124,-0.7003,0
2000-05-04,-0.7506,0.0,0.5423,0.4404,0.0,0.0,0.296,0.0,-0.296,0.0,0.0,0.5574,0.0,0.4939,0.128,0.4767,0.0,0.4939,0.1027,0.0,0.2023,-0.4215,0.0,0.0,-0.3384,0
2000-05-05,-0.6249,-0.4215,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.6369,0.5267,0.4588,0.5106,0.0,0.5267,0.4767,-0.34,-0.1027,0.0,0.0,0.3612,0.0,0.34,-0.3612,0.2023,0
2000-05-08,-0.5719,-0.4215,0.2716,-0.296,0.0,0.0,0.0,0.0,0.0,0.4767,0.0,0.4939,0.2732,0.0,0.0,0.296,-0.5719,0.0,0.0,0.3818,-0.3182,-0.0772,-0.6369,0.4404,0.3612,1
2000-05-09,-0.4767,-0.0803,0.2924,-0.296,0.0,0.4215,0.0,0.0,0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,0.0,-0.2263,0.0,0.1531,0.0,0.0,0.4939,0.0,0.0,1
2000-05-10,0.0,-0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,-0.0854,0.0,0.0,0.0,0.0,0
2000-05-11,0.3818,-0.2023,0.0,0.0,0.0,0.0,0.296,-0.5106,0.0,0.0,0.0,-0.3818,0.5859,0.0772,0.0,-0.2732,0.0,-0.5267,-0.5719,-0.6249,-0.6369,0.0,0.0,0.0,0.0,0
2000-05-12,0.296,0.0,0.34,0.6705,0.128,0.0,0.3612,0.0,0.0,0.4404,0.0,0.0,0.0,-0.3818,0.0258,0.0,0.0,0.0,0.3612,0.0,0.0,0.2023,0.4019,0.0,0.0,1
2000-05-15,0.0,0.5994,0.5106,-0.3818,0.0,0.5106,0.0,-0.128,-0.3612,0.0,0.0,0.0,0.2732,0.0,0.7269,0.0,0.0,0.0,0.34,0.0,0.0,-0.7269,0.4404,0.0,0.0,1
2000-05-16,0.5859,-0.0772,0.0,0.0,0.6369,0.0,-0.3818,0.0,0.0,0.0,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,-0.5994,-0.3612,0.0,0.4019,0.296,0.0,0.0,-0.2732,1
2000-05-17,0.0,0.0,0.0,-0.0516,-0.5267,0.0,-0.5267,0.0,0.0,-0.4215,0.0,0.3182,-0.0516,0.0,0.0,0.0,0.6486,0.4822,0.0,0.0258,-0.2023,-0.1531,-0.296,0.4404,-0.5994,1
2000-05-18,-0.6249,0.7184,0.3182,0.6249,0.0,-0.4404,0.0,-0.5994,0.0,-0.2263,0.6249,0.5267,-0.4404,0.0,-0.5267,0.0,-0.4417,0.1779,-0.743,-0.5106,-0.5994,-0.2732,0.0,0.0,0.0,0
2000-05-19,-0.4939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296,0.0,0.0,-0.6597,0.0,0.0,0.0,0.0,0.4168,0.0,0.0,0.0,-0.7184,0.0,0.0,1
2000-05-22,0.0,0.0,0.0,0.0,-0.5267,0.0,0.0,0.0,0.3818,0.6597,0.0,0.6124,-0.4215,-0.3818,0.0,-0.5413,0.0,-0.5719,0.0258,0.0,0.0314,0.6486,0.0,0.7351,0.4767,0
2000-05-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.6124,0.0,0.296,0.1511,0.5859,0.0,0.5106,0.0,0.0,0.0,0.0,0.4939,0.0,-0.6369,0.0,0.0,0.0,0.0,0.0,0
2000-05-24,0.0,-0.4588,0.0,0.0,0.0,-0.2732,0.0,0.5994,0.0,-0.2263,0.0,-0.4767,0.0516,-0.34,0.0,0.0,0.0,-0.4767,0.3612,-0.6454,0.0,-0.296,0.0,-0.8074,0.0,0
2000-05-25,0.0,0.5574,0.4019,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4939,0.4404,0.0,0.0,-0.8402,0.0,0.0,0.7906,-0.7096,0.4404,-0.4215,1
2000-05-26,0.0,0.0,0.296,0.0,0.0,-0.128,0.0,0.0,0.4019,-0.4215,-0.6908,0.6249,0.0,-0.6369,0.0,0.0,0.0,-0.5574,-0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-05-30,0.0,0.5106,0.0,0.0,0.0,0.0,0.4019,-0.4019,0.0,0.0,0.0,-0.128,0.5574,0.0,0.0,0.0,0.0,0.4939,0.4215,0.25,0.0,0.1695,-0.4767,0.0,0.0,0
2000-05-31,0.0,-0.4767,-0.5423,-0.5267,0.0772,-0.5719,-0.4019,0.0,0.0,-0.5994,0.4215,-0.4588,0.0,-0.128,0.0,0.0,0.7964,0.0,0.0,-0.2023,0.0,0.0,0.3612,-0.6908,0.0,1
2000-06-01,0.0,0.0772,0.0,0.0,0.0,-0.1779,0.4939,0.3182,-0.25,0.3182,0.0,-0.0772,0.1531,0.2732,0.0,0.0,0.0,0.4215,0.0,0.4404,0.6249,-0.3182,0.0,-0.6486,0.3182,0
2000-06-02,0.0,0.0,-0.34,0.0,-0.3818,0.0,0.4939,-0.128,0.6808,0.0,-0.296,0.0,0.3182,0.4019,0.6369,0.0,0.0,0.0,0.0,0.0,0.4215,0.0,0.0,-0.34,0.0,1
2000-06-05,0.0,0.0,0.0,0.0,-0.4588,-0.25,0.1779,0.5574,-0.464,-0.1779,-0.4939,0.0772,0.0,0.4019,0.0,0.0,-0.5574,0.0,0.2023,-0.1027,0.2023,0.6369,0.0,0.0,-0.6249,1
2000-06-06,-0.0516,-0.1655,0.0,0.0,0.0,-0.3612,0.6369,0.0,0.0,0.0,0.0,0.0,0.4767,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,-0.4939,0.2584,0.0,0.0,0.0,1
2000-06-07,0.0,0.2263,0.4939,-0.5574,0.0,0.0,-0.4939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719,0.0,0.0,-0.5994,0.0,0.0,-0.3818,0.0,0.0,-0.4939,0
2000-06-08,0.0,-0.4215,0.25,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.6705,0.0,0.0,0.3252,-0.466,0.0,0.0,-0.4767,0.0,0.0,0.4588,0.1779,1
